,Premise 1,Premise 2,Premise 3,Conclusion,participant_id,Domain,Similarity,Normalized Similarity
30086,pickaxe,,,oilcan,14,Tools,1.0,-1.0631282913356133
30087,pickaxe,,,filling knife,14,Tools,4.0,-0.0354376097111872
30088,pickaxe,,,plough,14,Tools,4.0,-0.0354376097111872
30089,pickaxe,,,plane,14,Tools,4.0,-0.0354376097111872
30090,pickaxe,,,shovel,14,Tools,6.0,0.6496895113717633
30091,pickaxe,,,screwdriver,14,Tools,7.0,0.9922530719132387
30092,pickaxe,,,grinding disc,14,Tools,3.0,-0.3780011702526625
30093,pickaxe,,,nail,14,Tools,3.0,-0.3780011702526625
30095,pickaxe,,,vacuum cleaner,14,Tools,1.0,-1.0631282913356133
30096,pickaxe,,,tongs,14,Tools,4.0,-0.0354376097111872
30097,pickaxe,,,rope,14,Tools,3.0,-0.3780011702526625
30098,pickaxe,,,paint brush,14,Tools,2.0,-0.7205647307941379
30099,pickaxe,,,file,14,Tools,4.0,-0.0354376097111872
30100,pickaxe,,,level,14,Tools,2.0,-0.7205647307941379
30101,pickaxe,,,saw,14,Tools,4.0,-0.0354376097111872
30121,wheelbarrow,,,knife,14,Tools,1.0,-1.0631282913356133
30122,wheelbarrow,,,wrench,14,Tools,1.0,-1.0631282913356133
30123,wheelbarrow,,,oilcan,14,Tools,1.0,-1.0631282913356133
30124,wheelbarrow,,,filling knife,14,Tools,2.0,-0.7205647307941379
30125,wheelbarrow,,,plough,14,Tools,8.0,1.334816632454714
30126,wheelbarrow,,,plane,14,Tools,2.0,-0.7205647307941379
30127,wheelbarrow,,,shovel,14,Tools,2.0,-0.7205647307941379
30128,wheelbarrow,,,screwdriver,14,Tools,3.0,-0.3780011702526625
30129,wheelbarrow,,,grinding disc,14,Tools,3.0,-0.3780011702526625
30130,wheelbarrow,,,nail,14,Tools,2.0,-0.7205647307941379
30132,wheelbarrow,,,vacuum cleaner,14,Tools,1.0,-1.0631282913356133
30133,wheelbarrow,,,tongs,14,Tools,2.0,-0.7205647307941379
30134,wheelbarrow,,,rope,14,Tools,2.0,-0.7205647307941379
30135,wheelbarrow,,,paint brush,14,Tools,1.0,-1.0631282913356133
30136,wheelbarrow,,,file,14,Tools,2.0,-0.7205647307941379
30137,wheelbarrow,,,level,14,Tools,1.0,-1.0631282913356133
30138,wheelbarrow,,,saw,14,Tools,2.0,-0.7205647307941379
30139,knife,,,wrench,14,Tools,6.0,0.6496895113717633
30140,knife,,,oilcan,14,Tools,2.0,-0.7205647307941379
30141,knife,,,filling knife,14,Tools,15.0,3.732761556245041
30142,knife,,,plough,14,Tools,6.0,0.6496895113717633
30143,knife,,,plane,14,Tools,8.0,1.334816632454714
30144,knife,,,shovel,14,Tools,4.0,-0.0354376097111872
30145,knife,,,screwdriver,14,Tools,6.0,0.6496895113717633
30146,knife,,,grinding disc,14,Tools,8.0,1.334816632454714
30147,knife,,,nail,14,Tools,6.0,0.6496895113717633
30149,knife,,,vacuum cleaner,14,Tools,1.0,-1.0631282913356133
30150,knife,,,tongs,14,Tools,4.0,-0.0354376097111872
30151,knife,,,rope,14,Tools,4.0,-0.0354376097111872
30152,knife,,,paint brush,14,Tools,5.0,0.307125950830288
30153,knife,,,file,14,Tools,14.0,3.390197995703566
30154,knife,,,level,14,Tools,5.0,0.307125950830288
30155,knife,,,saw,14,Tools,9.0,1.6773801929961891
30156,wrench,,,oilcan,14,Tools,2.0,-0.7205647307941379
30157,wrench,,,filling knife,14,Tools,9.0,1.6773801929961891
30158,wrench,,,plough,14,Tools,3.0,-0.3780011702526625
30159,wrench,,,plane,14,Tools,6.0,0.6496895113717633
30160,wrench,,,shovel,14,Tools,3.0,-0.3780011702526625
30161,wrench,,,screwdriver,14,Tools,7.0,0.9922530719132387
30162,wrench,,,grinding disc,14,Tools,4.0,-0.0354376097111872
30163,wrench,,,nail,14,Tools,7.0,0.9922530719132387
30165,wrench,,,vacuum cleaner,14,Tools,1.0,-1.0631282913356133
30166,wrench,,,tongs,14,Tools,12.0,2.705070874620615
30167,wrench,,,rope,14,Tools,1.0,-1.0631282913356133
30168,wrench,,,paint brush,14,Tools,2.0,-0.7205647307941379
30169,wrench,,,file,14,Tools,4.0,-0.0354376097111872
30170,wrench,,,level,14,Tools,5.0,0.307125950830288
30171,wrench,,,saw,14,Tools,4.0,-0.0354376097111872
30172,oilcan,,,filling knife,14,Tools,2.0,-0.7205647307941379
30173,oilcan,,,plough,14,Tools,1.0,-1.0631282913356133
30174,oilcan,,,plane,14,Tools,1.0,-1.0631282913356133
30175,oilcan,,,shovel,14,Tools,2.0,-0.7205647307941379
30176,oilcan,,,screwdriver,14,Tools,3.0,-0.3780011702526625
30177,oilcan,,,grinding disc,14,Tools,1.0,-1.0631282913356133
30178,oilcan,,,nail,14,Tools,1.0,-1.0631282913356133
30180,oilcan,,,vacuum cleaner,14,Tools,1.0,-1.0631282913356133
30181,oilcan,,,tongs,14,Tools,2.0,-0.7205647307941379
30182,oilcan,,,rope,14,Tools,2.0,-0.7205647307941379
30183,oilcan,,,paint brush,14,Tools,2.0,-0.7205647307941379
30184,oilcan,,,file,14,Tools,2.0,-0.7205647307941379
30185,oilcan,,,level,14,Tools,1.0,-1.0631282913356133
30186,oilcan,,,saw,14,Tools,1.0,-1.0631282913356133
30187,filling knife,,,plough,14,Tools,2.0,-0.7205647307941379
30188,filling knife,,,plane,14,Tools,10.0,2.0199437535376648
30189,filling knife,,,shovel,14,Tools,5.0,0.307125950830288
30190,filling knife,,,screwdriver,14,Tools,7.0,0.9922530719132387
30191,filling knife,,,grinding disc,14,Tools,5.0,0.307125950830288
30192,filling knife,,,nail,14,Tools,5.0,0.307125950830288
30194,filling knife,,,vacuum cleaner,14,Tools,1.0,-1.0631282913356133
30195,filling knife,,,tongs,14,Tools,5.0,0.307125950830288
30196,filling knife,,,rope,14,Tools,1.0,-1.0631282913356133
30197,filling knife,,,paint brush,14,Tools,6.0,0.6496895113717633
30198,filling knife,,,file,14,Tools,12.0,2.705070874620615
30199,filling knife,,,level,14,Tools,5.0,0.307125950830288
30200,filling knife,,,saw,14,Tools,8.0,1.334816632454714
30201,plough,,,plane,14,Tools,3.0,-0.3780011702526625
30202,plough,,,shovel,14,Tools,6.0,0.6496895113717633
30203,plough,,,screwdriver,14,Tools,5.0,0.307125950830288
30204,plough,,,grinding disc,14,Tools,4.0,-0.0354376097111872
30205,plough,,,nail,14,Tools,5.0,0.307125950830288
30207,plough,,,vacuum cleaner,14,Tools,1.0,-1.0631282913356133
30208,plough,,,tongs,14,Tools,1.0,-1.0631282913356133
30209,plough,,,rope,14,Tools,1.0,-1.0631282913356133
30210,plough,,,paint brush,14,Tools,2.0,-0.7205647307941379
30211,plough,,,file,14,Tools,3.0,-0.3780011702526625
30212,plough,,,level,14,Tools,3.0,-0.3780011702526625
30213,plough,,,saw,14,Tools,4.0,-0.0354376097111872
30214,plane,,,shovel,14,Tools,2.0,-0.7205647307941379
30215,plane,,,screwdriver,14,Tools,4.0,-0.0354376097111872
30216,plane,,,grinding disc,14,Tools,12.0,2.705070874620615
30217,plane,,,nail,14,Tools,3.0,-0.3780011702526625
30219,plane,,,vacuum cleaner,14,Tools,1.0,-1.0631282913356133
30220,plane,,,tongs,14,Tools,6.0,0.6496895113717633
30221,plane,,,rope,14,Tools,2.0,-0.7205647307941379
30222,plane,,,paint brush,14,Tools,4.0,-0.0354376097111872
30223,plane,,,file,14,Tools,15.0,3.732761556245041
30224,plane,,,level,14,Tools,5.0,0.307125950830288
30225,plane,,,saw,14,Tools,5.0,0.307125950830288
30226,shovel,,,screwdriver,14,Tools,3.0,-0.3780011702526625
30227,shovel,,,grinding disc,14,Tools,5.0,0.307125950830288
30228,shovel,,,nail,14,Tools,5.0,0.307125950830288
30230,shovel,,,vacuum cleaner,14,Tools,1.0,-1.0631282913356133
30231,shovel,,,tongs,14,Tools,2.0,-0.7205647307941379
30232,shovel,,,rope,14,Tools,1.0,-1.0631282913356133
30233,shovel,,,paint brush,14,Tools,1.0,-1.0631282913356133
30234,shovel,,,file,14,Tools,7.0,0.9922530719132387
30235,shovel,,,level,14,Tools,2.0,-0.7205647307941379
30236,shovel,,,saw,14,Tools,3.0,-0.3780011702526625
30237,screwdriver,,,grinding disc,14,Tools,5.0,0.307125950830288
30238,screwdriver,,,nail,14,Tools,5.0,0.307125950830288
30240,screwdriver,,,vacuum cleaner,14,Tools,1.0,-1.0631282913356133
30241,screwdriver,,,tongs,14,Tools,7.0,0.9922530719132387
30242,screwdriver,,,rope,14,Tools,2.0,-0.7205647307941379
30243,screwdriver,,,paint brush,14,Tools,2.0,-0.7205647307941379
30244,screwdriver,,,file,14,Tools,5.0,0.307125950830288
30245,screwdriver,,,level,14,Tools,2.0,-0.7205647307941379
30246,screwdriver,,,saw,14,Tools,4.0,-0.0354376097111872
30247,grinding disc,,,nail,14,Tools,2.0,-0.7205647307941379
30249,grinding disc,,,vacuum cleaner,14,Tools,1.0,-1.0631282913356133
30250,grinding disc,,,tongs,14,Tools,2.0,-0.7205647307941379
30251,grinding disc,,,rope,14,Tools,2.0,-0.7205647307941379
30252,grinding disc,,,paint brush,14,Tools,1.0,-1.0631282913356133
30253,grinding disc,,,file,14,Tools,6.0,0.6496895113717633
30254,grinding disc,,,level,14,Tools,4.0,-0.0354376097111872
30255,grinding disc,,,saw,14,Tools,12.0,2.705070874620615
30257,nail,,,vacuum cleaner,14,Tools,3.0,-0.3780011702526625
30258,nail,,,tongs,14,Tools,3.0,-0.3780011702526625
30259,nail,,,rope,14,Tools,1.0,-1.0631282913356133
30260,nail,,,paint brush,14,Tools,4.0,-0.0354376097111872
30261,nail,,,file,14,Tools,10.0,2.0199437535376648
30262,nail,,,level,14,Tools,6.0,0.6496895113717633
30263,nail,,,saw,14,Tools,4.0,-0.0354376097111872
30271,vacuum cleaner,,,tongs,14,Tools,1.0,-1.0631282913356133
30272,vacuum cleaner,,,rope,14,Tools,1.0,-1.0631282913356133
30273,vacuum cleaner,,,paint brush,14,Tools,1.0,-1.0631282913356133
30274,vacuum cleaner,,,file,14,Tools,1.0,-1.0631282913356133
30275,vacuum cleaner,,,level,14,Tools,1.0,-1.0631282913356133
30276,vacuum cleaner,,,saw,14,Tools,1.0,-1.0631282913356133
30277,tongs,,,rope,14,Tools,2.0,-0.7205647307941379
30278,tongs,,,paint brush,14,Tools,5.0,0.307125950830288
30279,tongs,,,file,14,Tools,4.0,-0.0354376097111872
30280,tongs,,,level,14,Tools,5.0,0.307125950830288
30281,tongs,,,saw,14,Tools,3.0,-0.3780011702526625
30282,rope,,,paint brush,14,Tools,1.0,-1.0631282913356133
30283,rope,,,file,14,Tools,1.0,-1.0631282913356133
30284,rope,,,level,14,Tools,1.0,-1.0631282913356133
30285,rope,,,saw,14,Tools,2.0,-0.7205647307941379
30286,paint brush,,,file,14,Tools,4.0,-0.0354376097111872
30287,paint brush,,,level,14,Tools,5.0,0.307125950830288
30288,paint brush,,,saw,14,Tools,3.0,-0.3780011702526625
30289,file,,,level,14,Tools,6.0,0.6496895113717633
30290,file,,,saw,14,Tools,6.0,0.6496895113717633
30291,level,,,saw,14,Tools,5.0,0.307125950830288
30292,anvil,,,chisel,15,Tools,1.0,-0.4318291136507869
30293,anvil,,,axe,15,Tools,1.0,-0.4318291136507869
30294,anvil,,,drill,15,Tools,1.0,-0.4318291136507869
30295,anvil,,,crowbar,15,Tools,1.0,-0.4318291136507869
30297,anvil,,,lawn mower,15,Tools,1.0,-0.4318291136507869
30298,anvil,,,hammer,15,Tools,12.0,2.761837515126672
30299,anvil,,,adjustable spanner,15,Tools,3.0,0.1488375461269327
30300,anvil,,,pickaxe,15,Tools,2.0,-0.1414957837619271
30302,anvil,,,wheelbarrow,15,Tools,3.0,0.1488375461269327
30303,anvil,,,knife,15,Tools,1.0,-0.4318291136507869
30304,anvil,,,wrench,15,Tools,1.0,-0.4318291136507869
30305,anvil,,,oilcan,15,Tools,1.0,-0.4318291136507869
30306,anvil,,,filling knife,15,Tools,1.0,-0.4318291136507869
30307,anvil,,,plough,15,Tools,2.0,-0.1414957837619271
30308,anvil,,,plane,15,Tools,-1.0,-1.0124957734285067
30309,anvil,,,shovel,15,Tools,1.0,-0.4318291136507869
30310,anvil,,,screwdriver,15,Tools,1.0,-0.4318291136507869
30311,anvil,,,grinding disc,15,Tools,1.0,-0.4318291136507869
30312,anvil,,,nail,15,Tools,1.0,-0.4318291136507869
30314,anvil,,,vacuum cleaner,15,Tools,1.0,-0.4318291136507869
30315,anvil,,,tongs,15,Tools,1.0,-0.4318291136507869
30316,anvil,,,rope,15,Tools,1.0,-0.4318291136507869
30317,anvil,,,paint brush,15,Tools,1.0,-0.4318291136507869
30318,anvil,,,file,15,Tools,1.0,-0.4318291136507869
30319,anvil,,,level,15,Tools,1.0,-0.4318291136507869
30320,anvil,,,saw,15,Tools,1.0,-0.4318291136507869
30321,chisel,,,axe,15,Tools,3.0,0.1488375461269327
30322,chisel,,,drill,15,Tools,7.0,1.3101708656823725
30323,chisel,,,crowbar,15,Tools,16.0,3.9231708346821113
30325,chisel,,,lawn mower,15,Tools,1.0,-0.4318291136507869
30326,chisel,,,hammer,15,Tools,4.0,0.4391708760157927
30327,chisel,,,adjustable spanner,15,Tools,4.0,0.4391708760157927
30328,chisel,,,pickaxe,15,Tools,1.0,-0.4318291136507869
30330,chisel,,,wheelbarrow,15,Tools,1.0,-0.4318291136507869
30331,chisel,,,knife,15,Tools,9.0,1.890837525460092
30332,chisel,,,wrench,15,Tools,2.0,-0.1414957837619271
30333,chisel,,,oilcan,15,Tools,1.0,-0.4318291136507869
30334,chisel,,,filling knife,15,Tools,9.0,1.890837525460092
30335,chisel,,,plough,15,Tools,1.0,-0.4318291136507869
30336,chisel,,,plane,15,Tools,-1.0,-1.0124957734285067
30337,chisel,,,shovel,15,Tools,3.0,0.1488375461269327
30338,chisel,,,screwdriver,15,Tools,12.0,2.761837515126672
30339,chisel,,,grinding disc,15,Tools,1.0,-0.4318291136507869
30340,chisel,,,nail,15,Tools,8.0,1.6005041955712322
30342,chisel,,,vacuum cleaner,15,Tools,1.0,-0.4318291136507869
30343,chisel,,,tongs,15,Tools,1.0,-0.4318291136507869
30344,chisel,,,rope,15,Tools,1.0,-0.4318291136507869
30345,chisel,,,paint brush,15,Tools,1.0,-0.4318291136507869
30346,chisel,,,file,15,Tools,16.0,3.9231708346821113
30347,chisel,,,level,15,Tools,1.0,-0.4318291136507869
30348,chisel,,,saw,15,Tools,1.0,-0.4318291136507869
30349,axe,,,drill,15,Tools,3.0,0.1488375461269327
30350,axe,,,crowbar,15,Tools,9.0,1.890837525460092
30352,axe,,,lawn mower,15,Tools,1.0,-0.4318291136507869
30353,axe,,,hammer,15,Tools,9.0,1.890837525460092
30354,axe,,,adjustable spanner,15,Tools,1.0,-0.4318291136507869
30355,axe,,,pickaxe,15,Tools,16.0,3.9231708346821113
30357,axe,,,wheelbarrow,15,Tools,1.0,-0.4318291136507869
30358,axe,,,knife,15,Tools,15.0,3.632837504793252
30359,axe,,,wrench,15,Tools,1.0,-0.4318291136507869
30360,axe,,,oilcan,15,Tools,1.0,-0.4318291136507869
30361,axe,,,filling knife,15,Tools,1.0,-0.4318291136507869
30362,axe,,,plough,15,Tools,1.0,-0.4318291136507869
30363,axe,,,plane,15,Tools,-1.0,-1.0124957734285067
30364,axe,,,shovel,15,Tools,1.0,-0.4318291136507869
30365,axe,,,screwdriver,15,Tools,1.0,-0.4318291136507869
30366,axe,,,grinding disc,15,Tools,7.0,1.3101708656823725
30367,axe,,,nail,15,Tools,1.0,-0.4318291136507869
30369,axe,,,vacuum cleaner,15,Tools,1.0,-0.4318291136507869
30370,axe,,,tongs,15,Tools,2.0,-0.1414957837619271
30371,axe,,,rope,15,Tools,1.0,-0.4318291136507869
30372,axe,,,paint brush,15,Tools,1.0,-0.4318291136507869
30373,axe,,,file,15,Tools,2.0,-0.1414957837619271
30374,axe,,,level,15,Tools,1.0,-0.4318291136507869
30375,axe,,,saw,15,Tools,15.0,3.632837504793252
30376,drill,,,crowbar,15,Tools,1.0,-0.4318291136507869
30378,drill,,,lawn mower,15,Tools,8.0,1.6005041955712322
30379,drill,,,hammer,15,Tools,1.0,-0.4318291136507869
30380,drill,,,adjustable spanner,15,Tools,3.0,0.1488375461269327
30381,drill,,,pickaxe,15,Tools,1.0,-0.4318291136507869
30383,drill,,,wheelbarrow,15,Tools,3.0,0.1488375461269327
30384,drill,,,knife,15,Tools,2.0,-0.1414957837619271
30385,drill,,,wrench,15,Tools,1.0,-0.4318291136507869
30386,drill,,,oilcan,15,Tools,1.0,-0.4318291136507869
30387,drill,,,filling knife,15,Tools,1.0,-0.4318291136507869
30388,drill,,,plough,15,Tools,1.0,-0.4318291136507869
30389,drill,,,plane,15,Tools,-1.0,-1.0124957734285067
30390,drill,,,shovel,15,Tools,1.0,-0.4318291136507869
30391,drill,,,screwdriver,15,Tools,6.0,1.0198375357935123
30392,drill,,,grinding disc,15,Tools,15.0,3.632837504793252
30393,drill,,,nail,15,Tools,1.0,-0.4318291136507869
30395,drill,,,vacuum cleaner,15,Tools,1.0,-0.4318291136507869
30396,drill,,,tongs,15,Tools,1.0,-0.4318291136507869
30397,drill,,,rope,15,Tools,1.0,-0.4318291136507869
30398,drill,,,paint brush,15,Tools,1.0,-0.4318291136507869
30399,drill,,,file,15,Tools,6.0,1.0198375357935123
30400,drill,,,level,15,Tools,3.0,0.1488375461269327
30401,drill,,,saw,15,Tools,2.0,-0.1414957837619271
30403,crowbar,,,lawn mower,15,Tools,1.0,-0.4318291136507869
30404,crowbar,,,hammer,15,Tools,7.0,1.3101708656823725
30405,crowbar,,,adjustable spanner,15,Tools,3.0,0.1488375461269327
30406,crowbar,,,pickaxe,15,Tools,4.0,0.4391708760157927
30408,crowbar,,,wheelbarrow,15,Tools,1.0,-0.4318291136507869
30409,crowbar,,,knife,15,Tools,3.0,0.1488375461269327
30410,crowbar,,,wrench,15,Tools,3.0,0.1488375461269327
30411,crowbar,,,oilcan,15,Tools,3.0,0.1488375461269327
30412,crowbar,,,filling knife,15,Tools,1.0,-0.4318291136507869
30413,crowbar,,,plough,15,Tools,6.0,1.0198375357935123
30414,crowbar,,,plane,15,Tools,-1.0,-1.0124957734285067
30415,crowbar,,,shovel,15,Tools,2.0,-0.1414957837619271
30416,crowbar,,,screwdriver,15,Tools,7.0,1.3101708656823725
30417,crowbar,,,grinding disc,15,Tools,6.0,1.0198375357935123
30418,crowbar,,,nail,15,Tools,1.0,-0.4318291136507869
30420,crowbar,,,vacuum cleaner,15,Tools,1.0,-0.4318291136507869
30421,crowbar,,,tongs,15,Tools,1.0,-0.4318291136507869
30422,crowbar,,,rope,15,Tools,1.0,-0.4318291136507869
30423,crowbar,,,paint brush,15,Tools,1.0,-0.4318291136507869
30424,crowbar,,,file,15,Tools,4.0,0.4391708760157927
30425,crowbar,,,level,15,Tools,1.0,-0.4318291136507869
30426,crowbar,,,saw,15,Tools,3.0,0.1488375461269327
30451,lawn mower,,,hammer,15,Tools,1.0,-0.4318291136507869
30452,lawn mower,,,adjustable spanner,15,Tools,1.0,-0.4318291136507869
30453,lawn mower,,,pickaxe,15,Tools,1.0,-0.4318291136507869
30455,lawn mower,,,wheelbarrow,15,Tools,8.0,1.6005041955712322
30456,lawn mower,,,knife,15,Tools,12.0,2.761837515126672
30457,lawn mower,,,wrench,15,Tools,1.0,-0.4318291136507869
30458,lawn mower,,,oilcan,15,Tools,1.0,-0.4318291136507869
30459,lawn mower,,,filling knife,15,Tools,1.0,-0.4318291136507869
30460,lawn mower,,,plough,15,Tools,4.0,0.4391708760157927
30461,lawn mower,,,plane,15,Tools,-1.0,-1.0124957734285067
30462,lawn mower,,,shovel,15,Tools,1.0,-0.4318291136507869
30463,lawn mower,,,screwdriver,15,Tools,1.0,-0.4318291136507869
30464,lawn mower,,,grinding disc,15,Tools,15.0,3.632837504793252
30465,lawn mower,,,nail,15,Tools,1.0,-0.4318291136507869
30467,lawn mower,,,vacuum cleaner,15,Tools,15.0,3.632837504793252
30468,lawn mower,,,tongs,15,Tools,1.0,-0.4318291136507869
30469,lawn mower,,,rope,15,Tools,1.0,-0.4318291136507869
30470,lawn mower,,,paint brush,15,Tools,1.0,-0.4318291136507869
30471,lawn mower,,,file,15,Tools,1.0,-0.4318291136507869
30472,lawn mower,,,level,15,Tools,1.0,-0.4318291136507869
30473,lawn mower,,,saw,15,Tools,4.0,0.4391708760157927
30474,hammer,,,adjustable spanner,15,Tools,1.0,-0.4318291136507869
30475,hammer,,,pickaxe,15,Tools,4.0,0.4391708760157927
30477,hammer,,,wheelbarrow,15,Tools,2.0,-0.1414957837619271
30478,hammer,,,knife,15,Tools,3.0,0.1488375461269327
30479,hammer,,,wrench,15,Tools,1.0,-0.4318291136507869
30480,hammer,,,oilcan,15,Tools,1.0,-0.4318291136507869
30481,hammer,,,filling knife,15,Tools,3.0,0.1488375461269327
30482,hammer,,,plough,15,Tools,1.0,-0.4318291136507869
30483,hammer,,,plane,15,Tools,-1.0,-1.0124957734285067
30484,hammer,,,shovel,15,Tools,5.0,0.7295042059046526
30485,hammer,,,screwdriver,15,Tools,2.0,-0.1414957837619271
30486,hammer,,,grinding disc,15,Tools,1.0,-0.4318291136507869
30487,hammer,,,nail,15,Tools,12.0,2.761837515126672
30489,hammer,,,vacuum cleaner,15,Tools,1.0,-0.4318291136507869
30490,hammer,,,tongs,15,Tools,3.0,0.1488375461269327
30491,hammer,,,rope,15,Tools,1.0,-0.4318291136507869
30492,hammer,,,paint brush,15,Tools,1.0,-0.4318291136507869
30493,hammer,,,file,15,Tools,4.0,0.4391708760157927
30494,hammer,,,level,15,Tools,1.0,-0.4318291136507869
30495,hammer,,,saw,15,Tools,7.0,1.3101708656823725
30496,adjustable spanner,,,pickaxe,15,Tools,4.0,0.4391708760157927
30498,adjustable spanner,,,wheelbarrow,15,Tools,2.0,-0.1414957837619271
30499,adjustable spanner,,,knife,15,Tools,2.0,-0.1414957837619271
30500,adjustable spanner,,,wrench,15,Tools,1.0,-0.4318291136507869
30501,adjustable spanner,,,oilcan,15,Tools,1.0,-0.4318291136507869
30502,adjustable spanner,,,filling knife,15,Tools,1.0,-0.4318291136507869
30503,adjustable spanner,,,plough,15,Tools,1.0,-0.4318291136507869
30504,adjustable spanner,,,plane,15,Tools,-1.0,-1.0124957734285067
30505,adjustable spanner,,,shovel,15,Tools,1.0,-0.4318291136507869
30506,adjustable spanner,,,screwdriver,15,Tools,2.0,-0.1414957837619271
30507,adjustable spanner,,,grinding disc,15,Tools,1.0,-0.4318291136507869
30508,adjustable spanner,,,nail,15,Tools,3.0,0.1488375461269327
30510,adjustable spanner,,,vacuum cleaner,15,Tools,1.0,-0.4318291136507869
30511,adjustable spanner,,,tongs,15,Tools,1.0,-0.4318291136507869
30512,adjustable spanner,,,rope,15,Tools,1.0,-0.4318291136507869
30513,adjustable spanner,,,paint brush,15,Tools,1.0,-0.4318291136507869
30514,adjustable spanner,,,file,15,Tools,1.0,-0.4318291136507869
30515,adjustable spanner,,,level,15,Tools,1.0,-0.4318291136507869
30516,adjustable spanner,,,saw,15,Tools,6.0,1.0198375357935123
30518,pickaxe,,,wheelbarrow,15,Tools,1.0,-0.4318291136507869
30519,pickaxe,,,knife,15,Tools,3.0,0.1488375461269327
30520,pickaxe,,,wrench,15,Tools,1.0,-0.4318291136507869
30521,pickaxe,,,oilcan,15,Tools,1.0,-0.4318291136507869
30522,pickaxe,,,filling knife,15,Tools,3.0,0.1488375461269327
30523,pickaxe,,,plough,15,Tools,6.0,1.0198375357935123
30524,pickaxe,,,plane,15,Tools,-1.0,-1.0124957734285067
30525,pickaxe,,,shovel,15,Tools,12.0,2.761837515126672
30526,pickaxe,,,screwdriver,15,Tools,3.0,0.1488375461269327
30527,pickaxe,,,grinding disc,15,Tools,3.0,0.1488375461269327
30528,pickaxe,,,nail,15,Tools,3.0,0.1488375461269327
30530,pickaxe,,,vacuum cleaner,15,Tools,1.0,-0.4318291136507869
30531,pickaxe,,,tongs,15,Tools,1.0,-0.4318291136507869
30532,pickaxe,,,rope,15,Tools,1.0,-0.4318291136507869
30533,pickaxe,,,paint brush,15,Tools,1.0,-0.4318291136507869
30534,pickaxe,,,file,15,Tools,1.0,-0.4318291136507869
30535,pickaxe,,,level,15,Tools,1.0,-0.4318291136507869
30536,pickaxe,,,saw,15,Tools,4.0,0.4391708760157927
30556,wheelbarrow,,,knife,15,Tools,1.0,-0.4318291136507869
30557,wheelbarrow,,,wrench,15,Tools,1.0,-0.4318291136507869
30558,wheelbarrow,,,oilcan,15,Tools,1.0,-0.4318291136507869
30559,wheelbarrow,,,filling knife,15,Tools,1.0,-0.4318291136507869
30560,wheelbarrow,,,plough,15,Tools,10.0,2.181170855348952
30561,wheelbarrow,,,plane,15,Tools,-1.0,-1.0124957734285067
30562,wheelbarrow,,,shovel,15,Tools,1.0,-0.4318291136507869
30563,wheelbarrow,,,screwdriver,15,Tools,1.0,-0.4318291136507869
30564,wheelbarrow,,,grinding disc,15,Tools,1.0,-0.4318291136507869
30565,wheelbarrow,,,nail,15,Tools,1.0,-0.4318291136507869
30567,wheelbarrow,,,vacuum cleaner,15,Tools,1.0,-0.4318291136507869
30568,wheelbarrow,,,tongs,15,Tools,1.0,-0.4318291136507869
30569,wheelbarrow,,,rope,15,Tools,1.0,-0.4318291136507869
30570,wheelbarrow,,,paint brush,15,Tools,1.0,-0.4318291136507869
30571,wheelbarrow,,,file,15,Tools,1.0,-0.4318291136507869
30572,wheelbarrow,,,level,15,Tools,1.0,-0.4318291136507869
30573,wheelbarrow,,,saw,15,Tools,1.0,-0.4318291136507869
30574,knife,,,wrench,15,Tools,1.0,-0.4318291136507869
30575,knife,,,oilcan,15,Tools,1.0,-0.4318291136507869
30576,knife,,,filling knife,15,Tools,18.0,4.503837494459831
30577,knife,,,plough,15,Tools,16.0,3.9231708346821113
30578,knife,,,plane,15,Tools,-1.0,-1.0124957734285067
30579,knife,,,shovel,15,Tools,3.0,0.1488375461269327
30580,knife,,,screwdriver,15,Tools,6.0,1.0198375357935123
30581,knife,,,grinding disc,15,Tools,10.0,2.181170855348952
30582,knife,,,nail,15,Tools,3.0,0.1488375461269327
30584,knife,,,vacuum cleaner,15,Tools,1.0,-0.4318291136507869
30585,knife,,,tongs,15,Tools,7.0,1.3101708656823725
30586,knife,,,rope,15,Tools,1.0,-0.4318291136507869
30587,knife,,,paint brush,15,Tools,3.0,0.1488375461269327
30588,knife,,,file,15,Tools,4.0,0.4391708760157927
30589,knife,,,level,15,Tools,2.0,-0.1414957837619271
30590,knife,,,saw,15,Tools,9.0,1.890837525460092
30591,wrench,,,oilcan,15,Tools,1.0,-0.4318291136507869
30592,wrench,,,filling knife,15,Tools,1.0,-0.4318291136507869
30593,wrench,,,plough,15,Tools,1.0,-0.4318291136507869
30594,wrench,,,plane,15,Tools,-1.0,-1.0124957734285067
30595,wrench,,,shovel,15,Tools,7.0,1.3101708656823725
30596,wrench,,,screwdriver,15,Tools,1.0,-0.4318291136507869
30597,wrench,,,grinding disc,15,Tools,1.0,-0.4318291136507869
30598,wrench,,,nail,15,Tools,1.0,-0.4318291136507869
30600,wrench,,,vacuum cleaner,15,Tools,1.0,-0.4318291136507869
30601,wrench,,,tongs,15,Tools,6.0,1.0198375357935123
30602,wrench,,,rope,15,Tools,1.0,-0.4318291136507869
30603,wrench,,,paint brush,15,Tools,1.0,-0.4318291136507869
30604,wrench,,,file,15,Tools,1.0,-0.4318291136507869
30605,wrench,,,level,15,Tools,1.0,-0.4318291136507869
30606,wrench,,,saw,15,Tools,3.0,0.1488375461269327
