,Argument 1-Premise 1,Argument 1-Premise 2,Argument 1-Conclusion,Argument 2-Premise 1,Argument 2-Premise 2,Argument 2-Conclusion,Argument 2 Chosen,participant_id
320,cat,goldfish,wolf,cat,goldfish,parrot,1,5f276d8f38b9f857f5cebf21
321,chicken,cow,kangaroo,chicken,cow,salmon,1,5f276d8f38b9f857f5cebf21
322,chicken,pig,bat,chicken,pig,salmon,0,5f276d8f38b9f857f5cebf21
323,chicken,salmon,falcon,chicken,salmon,cow,1,5f276d8f38b9f857f5cebf21
324,chicken,pig,hedgehog,chicken,pig,sardine,0,5f276d8f38b9f857f5cebf21
325,pig,duck,beaver,pig,duck,herring,1,5f276d8f38b9f857f5cebf21
326,turkey,salmon,blackbird,turkey,salmon,cow,0,5f276d8f38b9f857f5cebf21
327,turkey,salmon,sperm whale,turkey,salmon,cow,1,5f276d8f38b9f857f5cebf21
328,horsefly,airplane,van,horsefly,airplane,robin,1,5f276d8f38b9f857f5cebf21
329,goldfish,turtle,swordfish,goldfish,turtle,parrot,0,5f276d8f38b9f857f5cebf21
330,chicken,cow,seagull,chicken,cow,salmon,1,5f276d8f38b9f857f5cebf21
331,airplane,bat,car,airplane,bat,bee,1,5f276d8f38b9f857f5cebf21
332,cow,duck,falcon,cow,duck,salmon,0,5f276d8f38b9f857f5cebf21
333,cat,goldfish,swordfish,cat,goldfish,parrot,0,5f276d8f38b9f857f5cebf21
334,cow,duck,owl,cow,duck,sardine,0,5f276d8f38b9f857f5cebf21
335,turkey,salmon,swan,turkey,salmon,sheep,1,5f276d8f38b9f857f5cebf21
336,pig,salmon,piranha,pig,salmon,chicken,0,5f276d8f38b9f857f5cebf21
337,airplane,bat,van,airplane,bat,bee,1,5f276d8f38b9f857f5cebf21
338,pig,duck,seagull,pig,duck,herring,0,5f276d8f38b9f857f5cebf21
339,airplane,robin,bus,airplane,robin,bee,1,5f276d8f38b9f857f5cebf21
340,dog,turtle,cow,dog,turtle,parrot,0,5f276d8f38b9f857f5cebf21
341,airplane,robin,van,airplane,robin,bee,1,5f276d8f38b9f857f5cebf21
342,fly,helicopter,van,fly,helicopter,robin,1,5f276d8f38b9f857f5cebf21
343,chicken,salmon,seagull,chicken,salmon,pig,0,5f276d8f38b9f857f5cebf21
344,cow,duck,beaver,cow,duck,herring,1,5f276d8f38b9f857f5cebf21
345,chicken,salmon,sparrow,chicken,salmon,cow,0,5f276d8f38b9f857f5cebf21
346,chicken,cow,hedgehog,chicken,cow,salmon,0,5f276d8f38b9f857f5cebf21
347,hamster,parrot,seagull,hamster,parrot,turtle,1,5f276d8f38b9f857f5cebf21
348,chicken,pig,kangaroo,chicken,pig,sardine,0,5f276d8f38b9f857f5cebf21
349,pig,duck,hedgehog,pig,duck,salmon,0,5f276d8f38b9f857f5cebf21
350,cow,duck,owl,cow,duck,sardine,1,61459be797c9650ece9bcc0a
351,turkey,salmon,blackbird,turkey,salmon,cow,1,61459be797c9650ece9bcc0a
352,fly,airplane,bus,fly,airplane,bat,1,61459be797c9650ece9bcc0a
353,chicken,salmon,seagull,chicken,salmon,sheep,1,61459be797c9650ece9bcc0a
354,hamster,parrot,seagull,hamster,parrot,goldfish,1,61459be797c9650ece9bcc0a
355,airplane,robin,bus,airplane,robin,bee,1,61459be797c9650ece9bcc0a
356,hamster,parrot,seagull,hamster,parrot,turtle,1,61459be797c9650ece9bcc0a
357,pig,duck,beaver,pig,duck,herring,1,61459be797c9650ece9bcc0a
358,parrot,turtle,stork,parrot,turtle,goldfish,1,61459be797c9650ece9bcc0a
359,fly,airplane,bus,fly,airplane,sparrow,1,61459be797c9650ece9bcc0a
360,goldfish,turtle,swordfish,goldfish,turtle,parrot,1,61459be797c9650ece9bcc0a
361,airplane,sparrow,van,airplane,sparrow,bee,1,61459be797c9650ece9bcc0a
362,fly,airplane,car,fly,airplane,robin,1,61459be797c9650ece9bcc0a
363,parrot,goldfish,seagull,parrot,goldfish,turtle,1,61459be797c9650ece9bcc0a
364,bee,airplane,van,bee,airplane,robin,1,61459be797c9650ece9bcc0a
365,chicken,cow,seagull,chicken,cow,trout,1,61459be797c9650ece9bcc0a
366,dog,goldfish,wolf,dog,goldfish,parrot,1,61459be797c9650ece9bcc0a
367,airplane,bat,van,airplane,bat,bee,1,61459be797c9650ece9bcc0a
368,chicken,cow,hedgehog,chicken,cow,salmon,1,61459be797c9650ece9bcc0a
369,chicken,cow,kangaroo,chicken,cow,salmon,1,61459be797c9650ece9bcc0a
370,chicken,pig,kangaroo,chicken,pig,anchovy,1,61459be797c9650ece9bcc0a
371,chicken,salmon,piranha,chicken,salmon,cow,1,61459be797c9650ece9bcc0a
372,pig,salmon,dolphin,pig,salmon,chicken,1,61459be797c9650ece9bcc0a
373,pig,duck,seagull,pig,duck,salmon,1,61459be797c9650ece9bcc0a
374,cat,turtle,wolf,cat,turtle,parrot,1,61459be797c9650ece9bcc0a
375,cow,duck,beaver,cow,duck,herring,1,61459be797c9650ece9bcc0a
376,chicken,pig,hedgehog,chicken,pig,sardine,1,61459be797c9650ece9bcc0a
377,airplane,robin,van,airplane,robin,bee,1,61459be797c9650ece9bcc0a
378,fly,airplane,bus,fly,airplane,robin,1,61459be797c9650ece9bcc0a
379,pig,salmon,sperm whale,pig,salmon,turkey,1,61459be797c9650ece9bcc0a
380,horsefly,airplane,van,horsefly,airplane,robin,1,61459be797c9650ece9bcc0a
381,chicken,salmon,seagull,chicken,salmon,pig,1,61459be797c9650ece9bcc0a
382,turkey,salmon,seagull,turkey,salmon,cow,1,61459be797c9650ece9bcc0a
383,turkey,salmon,sperm whale,turkey,salmon,cow,1,61459be797c9650ece9bcc0a
384,turkey,salmon,swan,turkey,salmon,sheep,1,61459be797c9650ece9bcc0a
385,parrot,turtle,stork,parrot,turtle,goldfish,1,642ee08bca2effffc9e754e2
386,pig,duck,hedgehog,pig,duck,salmon,0,642ee08bca2effffc9e754e2
387,cow,duck,beaver,cow,duck,herring,0,642ee08bca2effffc9e754e2
388,chicken,cow,kangaroo,chicken,cow,salmon,0,642ee08bca2effffc9e754e2
389,cow,duck,swan,cow,duck,salmon,0,642ee08bca2effffc9e754e2
390,bee,airplane,van,bee,airplane,robin,1,642ee08bca2effffc9e754e2
391,chicken,salmon,falcon,chicken,salmon,cow,1,642ee08bca2effffc9e754e2
392,pig,salmon,sperm whale,pig,salmon,chicken,1,642ee08bca2effffc9e754e2
393,chicken,cow,hedgehog,chicken,cow,salmon,0,642ee08bca2effffc9e754e2
394,airplane,bat,car,airplane,bat,bee,1,642ee08bca2effffc9e754e2
395,pig,salmon,piranha,pig,salmon,turkey,1,642ee08bca2effffc9e754e2
396,pig,duck,beaver,pig,duck,herring,0,642ee08bca2effffc9e754e2
397,pig,salmon,piranha,pig,salmon,chicken,0,642ee08bca2effffc9e754e2
398,turkey,salmon,blackbird,turkey,salmon,cow,1,642ee08bca2effffc9e754e2
399,fly,airplane,bus,fly,airplane,robin,1,642ee08bca2effffc9e754e2
400,chicken,pig,hedgehog,chicken,pig,sardine,0,642ee08bca2effffc9e754e2
401,chicken,pig,kangaroo,chicken,pig,anchovy,0,642ee08bca2effffc9e754e2
402,chicken,pig,kangaroo,chicken,pig,sardine,0,642ee08bca2effffc9e754e2
403,chicken,pig,seagull,chicken,pig,salmon,1,642ee08bca2effffc9e754e2
404,goldfish,turtle,swordfish,goldfish,turtle,parrot,0,642ee08bca2effffc9e754e2
405,cat,turtle,wolf,cat,turtle,parrot,0,642ee08bca2effffc9e754e2
406,turkey,salmon,seagull,turkey,salmon,sheep,1,642ee08bca2effffc9e754e2
407,fly,airplane,bus,fly,airplane,sparrow,1,642ee08bca2effffc9e754e2
408,airplane,robin,van,airplane,robin,bee,1,642ee08bca2effffc9e754e2
409,airplane,robin,bus,airplane,robin,bee,1,642ee08bca2effffc9e754e2
410,pig,salmon,dolphin,pig,salmon,chicken,1,642ee08bca2effffc9e754e2
411,fly,airplane,car,fly,airplane,robin,1,642ee08bca2effffc9e754e2
412,fly,helicopter,van,fly,helicopter,robin,1,642ee08bca2effffc9e754e2
413,pig,duck,seagull,pig,duck,herring,1,642ee08bca2effffc9e754e2
414,dog,turtle,cow,dog,turtle,parrot,0,642ee08bca2effffc9e754e2
415,chicken,salmon,piranha,chicken,salmon,cow,1,642ee08bca2effffc9e754e2
416,turkey,salmon,seagull,turkey,salmon,cow,1,642ee08bca2effffc9e754e2
417,hamster,parrot,seagull,hamster,parrot,goldfish,0,642ee08bca2effffc9e754e2
418,cat,goldfish,swordfish,cat,goldfish,parrot,0,642ee08bca2effffc9e754e2
419,chicken,cow,seagull,chicken,cow,trout,1,642ee08bca2effffc9e754e2
420,chicken,salmon,sparrow,chicken,salmon,cow,1,5f2c760dfff10e03206a686b
421,pig,duck,hedgehog,pig,duck,salmon,1,5f2c760dfff10e03206a686b
422,chicken,pig,seagull,chicken,pig,salmon,1,5f2c760dfff10e03206a686b
423,goldfish,turtle,swordfish,goldfish,turtle,parrot,0,5f2c760dfff10e03206a686b
424,hamster,goldfish,swordfish,hamster,goldfish,parrot,1,5f2c760dfff10e03206a686b
425,pig,salmon,sperm whale,pig,salmon,chicken,1,5f2c760dfff10e03206a686b
426,turkey,salmon,sperm whale,turkey,salmon,cow,1,5f2c760dfff10e03206a686b
427,airplane,bat,van,airplane,bat,bee,1,5f2c760dfff10e03206a686b
428,pig,duck,peacock,pig,duck,salmon,1,5f2c760dfff10e03206a686b
429,chicken,cow,seagull,chicken,cow,trout,1,5f2c760dfff10e03206a686b
430,turkey,salmon,blackbird,turkey,salmon,cow,1,5f2c760dfff10e03206a686b
431,cat,goldfish,wolf,cat,goldfish,parrot,1,5f2c760dfff10e03206a686b
432,chicken,salmon,seagull,chicken,salmon,sheep,1,5f2c760dfff10e03206a686b
433,chicken,salmon,seagull,chicken,salmon,pig,1,5f2c760dfff10e03206a686b
434,turkey,salmon,seagull,turkey,salmon,cow,1,5f2c760dfff10e03206a686b
435,fly,airplane,bus,fly,airplane,robin,1,5f2c760dfff10e03206a686b
436,chicken,cow,beaver,chicken,cow,salmon,1,5f2c760dfff10e03206a686b
437,cow,duck,cuckoo,cow,duck,salmon,1,5f2c760dfff10e03206a686b
438,fly,helicopter,van,fly,helicopter,robin,1,5f2c760dfff10e03206a686b
439,pig,salmon,piranha,pig,salmon,chicken,1,5f2c760dfff10e03206a686b
440,pig,duck,beaver,pig,duck,herring,0,5f2c760dfff10e03206a686b
441,chicken,salmon,piranha,chicken,salmon,cow,1,5f2c760dfff10e03206a686b
442,cow,duck,owl,cow,duck,sardine,1,5f2c760dfff10e03206a686b
443,turkey,salmon,swan,turkey,salmon,sheep,1,5f2c760dfff10e03206a686b
444,hamster,parrot,seagull,hamster,parrot,turtle,1,5f2c760dfff10e03206a686b
445,cow,duck,beaver,cow,duck,herring,0,5f2c760dfff10e03206a686b
446,pig,duck,seagull,pig,duck,salmon,1,5f2c760dfff10e03206a686b
447,hamster,parrot,seagull,hamster,parrot,goldfish,1,5f2c760dfff10e03206a686b
448,airplane,robin,bus,airplane,robin,bee,1,5f2c760dfff10e03206a686b
449,chicken,cow,hedgehog,chicken,cow,salmon,1,5f2c760dfff10e03206a686b
450,pig,duck,seagull,pig,duck,herring,0,5f2c760dfff10e03206a686b
451,airplane,robin,van,airplane,robin,bee,1,5f2c760dfff10e03206a686b
452,cow,duck,swan,cow,duck,salmon,1,5f2c760dfff10e03206a686b
453,parrot,turtle,stork,parrot,turtle,goldfish,1,5f2c760dfff10e03206a686b
454,fly,airplane,car,fly,airplane,robin,1,5f2c760dfff10e03206a686b
455,fly,helicopter,van,fly,helicopter,robin,1,60fd9b084a91f75f655da04f
456,pig,salmon,sperm whale,pig,salmon,turkey,1,60fd9b084a91f75f655da04f
457,dog,goldfish,wolf,dog,goldfish,parrot,0,60fd9b084a91f75f655da04f
458,chicken,salmon,falcon,chicken,salmon,cow,1,60fd9b084a91f75f655da04f
459,pig,duck,hedgehog,pig,duck,salmon,0,60fd9b084a91f75f655da04f
460,fly,airplane,bus,fly,airplane,robin,1,60fd9b084a91f75f655da04f
461,hamster,goldfish,swordfish,hamster,goldfish,parrot,0,60fd9b084a91f75f655da04f
462,turkey,salmon,seagull,turkey,salmon,sheep,0,60fd9b084a91f75f655da04f
463,pig,salmon,sperm whale,pig,salmon,chicken,1,60fd9b084a91f75f655da04f
464,dog,turtle,cow,dog,turtle,parrot,0,60fd9b084a91f75f655da04f
465,pig,duck,peacock,pig,duck,salmon,0,60fd9b084a91f75f655da04f
466,cow,duck,owl,cow,duck,sardine,1,60fd9b084a91f75f655da04f
467,cat,goldfish,wolf,cat,goldfish,parrot,1,60fd9b084a91f75f655da04f
468,fly,airplane,car,fly,airplane,robin,1,60fd9b084a91f75f655da04f
469,chicken,cow,hedgehog,chicken,cow,salmon,0,60fd9b084a91f75f655da04f
470,airplane,bat,car,airplane,bat,bee,1,60fd9b084a91f75f655da04f
471,chicken,cow,seagull,chicken,cow,salmon,1,60fd9b084a91f75f655da04f
472,cow,duck,swan,cow,duck,salmon,0,60fd9b084a91f75f655da04f
473,fly,airplane,bus,fly,airplane,bat,1,60fd9b084a91f75f655da04f
474,airplane,robin,bus,airplane,robin,bee,1,60fd9b084a91f75f655da04f
475,chicken,cow,seagull,chicken,cow,trout,0,60fd9b084a91f75f655da04f
476,parrot,turtle,stork,parrot,turtle,goldfish,0,60fd9b084a91f75f655da04f
477,cow,duck,cuckoo,cow,duck,salmon,1,60fd9b084a91f75f655da04f
478,chicken,pig,seagull,chicken,pig,salmon,0,60fd9b084a91f75f655da04f
479,cow,duck,beaver,cow,duck,herring,0,60fd9b084a91f75f655da04f
480,pig,salmon,dolphin,pig,salmon,chicken,1,60fd9b084a91f75f655da04f
481,pig,duck,beaver,pig,duck,herring,0,60fd9b084a91f75f655da04f
482,parrot,goldfish,seagull,parrot,goldfish,turtle,0,60fd9b084a91f75f655da04f
483,airplane,sparrow,van,airplane,sparrow,bee,1,60fd9b084a91f75f655da04f
484,cow,duck,falcon,cow,duck,salmon,1,60fd9b084a91f75f655da04f
485,fly,airplane,bus,fly,airplane,sparrow,1,60fd9b084a91f75f655da04f
486,chicken,pig,hedgehog,chicken,pig,sardine,1,60fd9b084a91f75f655da04f
487,horsefly,airplane,van,horsefly,airplane,robin,1,60fd9b084a91f75f655da04f
488,turkey,salmon,blackbird,turkey,salmon,cow,0,60fd9b084a91f75f655da04f
489,chicken,pig,kangaroo,chicken,pig,sardine,0,60fd9b084a91f75f655da04f
490,turkey,salmon,blackbird,turkey,salmon,cow,1,6314453e0a22cc4e1e66ca08
491,chicken,salmon,seagull,chicken,salmon,sheep,1,6314453e0a22cc4e1e66ca08
492,goldfish,turtle,swordfish,goldfish,turtle,parrot,0,6314453e0a22cc4e1e66ca08
493,chicken,pig,bat,chicken,pig,salmon,1,6314453e0a22cc4e1e66ca08
494,pig,duck,peacock,pig,duck,salmon,1,6314453e0a22cc4e1e66ca08
495,chicken,salmon,piranha,chicken,salmon,cow,1,6314453e0a22cc4e1e66ca08
496,pig,duck,seagull,pig,duck,herring,1,6314453e0a22cc4e1e66ca08
497,turkey,salmon,seagull,turkey,salmon,cow,1,6314453e0a22cc4e1e66ca08
498,chicken,pig,kangaroo,chicken,pig,anchovy,1,6314453e0a22cc4e1e66ca08
499,airplane,robin,van,airplane,robin,bee,1,6314453e0a22cc4e1e66ca08
500,airplane,sparrow,van,airplane,sparrow,bee,1,6314453e0a22cc4e1e66ca08
501,chicken,cow,kangaroo,chicken,cow,salmon,0,6314453e0a22cc4e1e66ca08
502,airplane,robin,bus,airplane,robin,bee,1,6314453e0a22cc4e1e66ca08
503,pig,duck,hedgehog,pig,duck,salmon,0,6314453e0a22cc4e1e66ca08
504,bee,airplane,van,bee,airplane,robin,1,6314453e0a22cc4e1e66ca08
505,cow,duck,falcon,cow,duck,salmon,1,6314453e0a22cc4e1e66ca08
506,chicken,salmon,sparrow,chicken,salmon,cow,1,6314453e0a22cc4e1e66ca08
507,pig,duck,seagull,pig,duck,salmon,1,6314453e0a22cc4e1e66ca08
508,pig,salmon,sperm whale,pig,salmon,turkey,1,6314453e0a22cc4e1e66ca08
509,chicken,cow,seagull,chicken,cow,salmon,1,6314453e0a22cc4e1e66ca08
510,chicken,pig,seagull,chicken,pig,salmon,1,6314453e0a22cc4e1e66ca08
511,fly,airplane,bus,fly,airplane,sparrow,1,6314453e0a22cc4e1e66ca08
512,cow,duck,owl,cow,duck,sardine,1,6314453e0a22cc4e1e66ca08
513,hamster,goldfish,swordfish,hamster,goldfish,parrot,1,6314453e0a22cc4e1e66ca08
514,cow,duck,beaver,cow,duck,herring,1,6314453e0a22cc4e1e66ca08
515,pig,salmon,sperm whale,pig,salmon,chicken,1,6314453e0a22cc4e1e66ca08
516,cow,duck,cuckoo,cow,duck,salmon,1,6314453e0a22cc4e1e66ca08
517,fly,airplane,bus,fly,airplane,bat,1,6314453e0a22cc4e1e66ca08
518,turkey,salmon,sperm whale,turkey,salmon,cow,1,6314453e0a22cc4e1e66ca08
519,pig,salmon,dolphin,pig,salmon,chicken,1,6314453e0a22cc4e1e66ca08
520,chicken,pig,hedgehog,chicken,pig,sardine,0,6314453e0a22cc4e1e66ca08
521,chicken,cow,seagull,chicken,cow,trout,1,6314453e0a22cc4e1e66ca08
522,pig,salmon,piranha,pig,salmon,turkey,1,6314453e0a22cc4e1e66ca08
523,hamster,parrot,seagull,hamster,parrot,goldfish,1,6314453e0a22cc4e1e66ca08
524,chicken,cow,hedgehog,chicken,cow,salmon,0,6314453e0a22cc4e1e66ca08
525,cow,duck,falcon,cow,duck,salmon,0,A3JGVZEXXELM3C
526,chicken,pig,bat,chicken,pig,salmon,1,A3JGVZEXXELM3C
527,dog,turtle,cow,dog,turtle,parrot,0,A3JGVZEXXELM3C
528,chicken,salmon,seagull,chicken,salmon,pig,0,A3JGVZEXXELM3C
529,chicken,salmon,falcon,chicken,salmon,cow,1,A3JGVZEXXELM3C
530,cow,duck,swan,cow,duck,salmon,0,A3JGVZEXXELM3C
531,horsefly,airplane,van,horsefly,airplane,robin,1,A3JGVZEXXELM3C
532,cow,duck,owl,cow,duck,sardine,0,A3JGVZEXXELM3C
533,chicken,salmon,sparrow,chicken,salmon,cow,1,A3JGVZEXXELM3C
534,turkey,salmon,sperm whale,turkey,salmon,cow,1,A3JGVZEXXELM3C
535,chicken,cow,beaver,chicken,cow,salmon,0,A3JGVZEXXELM3C
536,turkey,salmon,swan,turkey,salmon,sheep,0,A3JGVZEXXELM3C
537,parrot,turtle,stork,parrot,turtle,goldfish,0,A3JGVZEXXELM3C
538,airplane,robin,van,airplane,robin,bee,1,A3JGVZEXXELM3C
539,airplane,sparrow,van,airplane,sparrow,bee,1,A3JGVZEXXELM3C
540,chicken,cow,seagull,chicken,cow,trout,1,A3JGVZEXXELM3C
541,chicken,pig,kangaroo,chicken,pig,anchovy,0,A3JGVZEXXELM3C
542,pig,salmon,sperm whale,pig,salmon,turkey,1,A3JGVZEXXELM3C
543,goldfish,turtle,swordfish,goldfish,turtle,parrot,0,A3JGVZEXXELM3C
544,hamster,goldfish,swordfish,hamster,goldfish,parrot,0,A3JGVZEXXELM3C
545,chicken,pig,kangaroo,chicken,pig,sardine,0,A3JGVZEXXELM3C
546,pig,salmon,dolphin,pig,salmon,chicken,1,A3JGVZEXXELM3C
547,airplane,bat,car,airplane,bat,bee,1,A3JGVZEXXELM3C
548,hamster,parrot,seagull,hamster,parrot,turtle,0,A3JGVZEXXELM3C
549,pig,duck,beaver,pig,duck,herring,0,A3JGVZEXXELM3C
550,pig,salmon,piranha,pig,salmon,turkey,0,A3JGVZEXXELM3C
551,cow,duck,beaver,cow,duck,herring,0,A3JGVZEXXELM3C
552,chicken,pig,hedgehog,chicken,pig,sardine,1,A3JGVZEXXELM3C
553,turkey,salmon,blackbird,turkey,salmon,cow,1,A3JGVZEXXELM3C
554,fly,airplane,bus,fly,airplane,robin,1,A3JGVZEXXELM3C
555,hamster,parrot,seagull,hamster,parrot,goldfish,1,A3JGVZEXXELM3C
556,chicken,cow,seagull,chicken,cow,salmon,1,A3JGVZEXXELM3C
557,chicken,cow,hedgehog,chicken,cow,salmon,1,A3JGVZEXXELM3C
558,turkey,salmon,seagull,turkey,salmon,sheep,1,A3JGVZEXXELM3C
559,pig,salmon,piranha,pig,salmon,chicken,1,A3JGVZEXXELM3C
560,chicken,salmon,sparrow,chicken,salmon,cow,1,6547bf8012d4702680d55663
561,pig,salmon,dolphin,pig,salmon,chicken,1,6547bf8012d4702680d55663
562,chicken,cow,beaver,chicken,cow,salmon,1,6547bf8012d4702680d55663
563,cat,goldfish,swordfish,cat,goldfish,parrot,1,6547bf8012d4702680d55663
564,fly,airplane,bus,fly,airplane,sparrow,1,6547bf8012d4702680d55663
565,chicken,pig,hedgehog,chicken,pig,sardine,1,6547bf8012d4702680d55663
566,cat,goldfish,wolf,cat,goldfish,parrot,1,6547bf8012d4702680d55663
567,turkey,salmon,blackbird,turkey,salmon,cow,1,6547bf8012d4702680d55663
568,pig,salmon,piranha,pig,salmon,turkey,1,6547bf8012d4702680d55663
569,chicken,salmon,seagull,chicken,salmon,pig,1,6547bf8012d4702680d55663
570,pig,duck,beaver,pig,duck,herring,1,6547bf8012d4702680d55663
571,cow,duck,swan,cow,duck,salmon,1,6547bf8012d4702680d55663
572,airplane,bat,van,airplane,bat,bee,1,6547bf8012d4702680d55663
573,cow,duck,beaver,cow,duck,herring,1,6547bf8012d4702680d55663
574,pig,duck,hedgehog,pig,duck,salmon,1,6547bf8012d4702680d55663
575,chicken,cow,seagull,chicken,cow,salmon,1,6547bf8012d4702680d55663
576,bee,airplane,van,bee,airplane,robin,1,6547bf8012d4702680d55663
577,chicken,pig,seagull,chicken,pig,salmon,1,6547bf8012d4702680d55663
578,hamster,parrot,seagull,hamster,parrot,turtle,1,6547bf8012d4702680d55663
579,chicken,salmon,falcon,chicken,salmon,cow,1,6547bf8012d4702680d55663
580,pig,salmon,sperm whale,pig,salmon,chicken,1,6547bf8012d4702680d55663
581,pig,duck,seagull,pig,duck,salmon,1,6547bf8012d4702680d55663
582,airplane,robin,van,airplane,robin,bee,1,6547bf8012d4702680d55663
583,pig,duck,peacock,pig,duck,salmon,1,6547bf8012d4702680d55663
584,turkey,salmon,seagull,turkey,salmon,cow,1,6547bf8012d4702680d55663
585,fly,airplane,bus,fly,airplane,bat,1,6547bf8012d4702680d55663
586,hamster,goldfish,swordfish,hamster,goldfish,parrot,1,6547bf8012d4702680d55663
587,parrot,goldfish,seagull,parrot,goldfish,turtle,1,6547bf8012d4702680d55663
588,cow,duck,owl,cow,duck,sardine,1,6547bf8012d4702680d55663
589,dog,goldfish,wolf,dog,goldfish,parrot,1,6547bf8012d4702680d55663
590,pig,duck,seagull,pig,duck,herring,1,6547bf8012d4702680d55663
591,dog,turtle,cow,dog,turtle,parrot,1,6547bf8012d4702680d55663
592,chicken,pig,kangaroo,chicken,pig,sardine,1,6547bf8012d4702680d55663
593,airplane,sparrow,van,airplane,sparrow,bee,1,6547bf8012d4702680d55663
594,turkey,salmon,sperm whale,turkey,salmon,cow,1,6547bf8012d4702680d55663
595,hamster,parrot,seagull,hamster,parrot,turtle,0,5774ed97d8e8880001b2ff6c
596,hamster,goldfish,swordfish,hamster,goldfish,parrot,0,5774ed97d8e8880001b2ff6c
597,pig,salmon,piranha,pig,salmon,turkey,1,5774ed97d8e8880001b2ff6c
598,cow,duck,beaver,cow,duck,herring,1,5774ed97d8e8880001b2ff6c
599,pig,duck,hedgehog,pig,duck,salmon,1,5774ed97d8e8880001b2ff6c
600,airplane,robin,van,airplane,robin,bee,1,5774ed97d8e8880001b2ff6c
601,airplane,robin,bus,airplane,robin,bee,1,5774ed97d8e8880001b2ff6c
602,horsefly,airplane,van,horsefly,airplane,robin,1,5774ed97d8e8880001b2ff6c
603,turkey,salmon,sperm whale,turkey,salmon,cow,1,5774ed97d8e8880001b2ff6c
604,chicken,pig,hedgehog,chicken,pig,sardine,1,5774ed97d8e8880001b2ff6c
605,chicken,cow,seagull,chicken,cow,trout,1,5774ed97d8e8880001b2ff6c
606,cat,turtle,wolf,cat,turtle,parrot,1,5774ed97d8e8880001b2ff6c
607,chicken,pig,kangaroo,chicken,pig,sardine,1,5774ed97d8e8880001b2ff6c
608,chicken,salmon,piranha,chicken,salmon,cow,1,5774ed97d8e8880001b2ff6c
609,airplane,sparrow,van,airplane,sparrow,bee,1,5774ed97d8e8880001b2ff6c
610,chicken,salmon,seagull,chicken,salmon,sheep,1,5774ed97d8e8880001b2ff6c
611,hamster,parrot,seagull,hamster,parrot,goldfish,1,5774ed97d8e8880001b2ff6c
612,fly,airplane,bus,fly,airplane,bat,1,5774ed97d8e8880001b2ff6c
613,pig,duck,seagull,pig,duck,herring,1,5774ed97d8e8880001b2ff6c
614,pig,salmon,piranha,pig,salmon,chicken,1,5774ed97d8e8880001b2ff6c
615,cat,goldfish,swordfish,cat,goldfish,parrot,1,5774ed97d8e8880001b2ff6c
616,chicken,pig,bat,chicken,pig,salmon,1,5774ed97d8e8880001b2ff6c
617,dog,goldfish,wolf,dog,goldfish,parrot,1,5774ed97d8e8880001b2ff6c
618,parrot,goldfish,seagull,parrot,goldfish,turtle,1,5774ed97d8e8880001b2ff6c
619,cow,duck,owl,cow,duck,sardine,1,5774ed97d8e8880001b2ff6c
620,chicken,pig,kangaroo,chicken,pig,anchovy,1,5774ed97d8e8880001b2ff6c
621,chicken,salmon,falcon,chicken,salmon,cow,1,5774ed97d8e8880001b2ff6c
622,chicken,salmon,sparrow,chicken,salmon,cow,1,5774ed97d8e8880001b2ff6c
623,turkey,salmon,seagull,turkey,salmon,sheep,1,5774ed97d8e8880001b2ff6c
624,chicken,cow,hedgehog,chicken,cow,salmon,1,5774ed97d8e8880001b2ff6c
625,chicken,cow,kangaroo,chicken,cow,salmon,1,5774ed97d8e8880001b2ff6c
626,cat,goldfish,wolf,cat,goldfish,parrot,1,5774ed97d8e8880001b2ff6c
627,pig,duck,seagull,pig,duck,salmon,1,5774ed97d8e8880001b2ff6c
628,fly,airplane,car,fly,airplane,robin,1,5774ed97d8e8880001b2ff6c
629,cow,duck,cuckoo,cow,duck,salmon,1,5774ed97d8e8880001b2ff6c
630,cat,turtle,wolf,cat,turtle,parrot,0,61030c1832cdefc11c8988f6
631,pig,salmon,dolphin,pig,salmon,chicken,1,61030c1832cdefc11c8988f6
632,turkey,salmon,seagull,turkey,salmon,cow,0,61030c1832cdefc11c8988f6
633,airplane,bat,van,airplane,bat,bee,1,61030c1832cdefc11c8988f6
634,chicken,salmon,piranha,chicken,salmon,cow,1,61030c1832cdefc11c8988f6
635,airplane,robin,van,airplane,robin,bee,1,61030c1832cdefc11c8988f6
636,fly,airplane,bus,fly,airplane,robin,1,61030c1832cdefc11c8988f6
637,hamster,goldfish,swordfish,hamster,goldfish,parrot,1,61030c1832cdefc11c8988f6
638,pig,duck,hedgehog,pig,duck,salmon,0,61030c1832cdefc11c8988f6
639,cat,goldfish,wolf,cat,goldfish,parrot,1,61030c1832cdefc11c8988f6
640,airplane,bat,car,airplane,bat,bee,1,61030c1832cdefc11c8988f6
641,fly,helicopter,van,fly,helicopter,robin,1,61030c1832cdefc11c8988f6
642,pig,duck,beaver,pig,duck,herring,0,61030c1832cdefc11c8988f6
643,pig,salmon,sperm whale,pig,salmon,turkey,1,61030c1832cdefc11c8988f6
644,dog,turtle,cow,dog,turtle,parrot,1,61030c1832cdefc11c8988f6
645,cow,duck,owl,cow,duck,sardine,0,61030c1832cdefc11c8988f6
646,pig,duck,seagull,pig,duck,herring,1,61030c1832cdefc11c8988f6
647,fly,airplane,bus,fly,airplane,sparrow,1,61030c1832cdefc11c8988f6
